text,profanity_class
прекрасный электив задания творческие направленные на развитие умения самопрезентации если вы любите выступать публично или хотели бы научиться делать это профессионально то вам сюда,0
преподаватель очень отзывчивый и добрый снял балл за интересность потому что иногда на практиках случались лекции а так очень интересный предмет сергей иванович всегда поможет и подскажет советую,0
довольно легкий электив если вы студент матфака а конкретно направлений математика механика или педагог математики и информатики а также программист который шарит в математике остальным придется погрузиться в мир матфака,0
название не соответствует сути модуля изучали какую то историю рекламы было скучно но баллы ставит закрыться не так сложно ожидала что нас научат чему то полезному расскажут про влияние власти на людей в итоге просто скучно слушали лекции и скучно выполняли скучные задания если хотите просто закрыть то можете выбрать но если хотите провести время с пользой то найдите что то другое,0
интересный модуль очень практикоориентированный научат пользоваться законом о защите прав потребителей  закрыться легко нужно только ходить и по возможности отвечать преподаватель интересно и легко преподносит материал решали задачки которые на практике покажут что делать если вас обманул продавец к примеру рекомендую прям ,0
модуль наполненный интересным материалом и практикой на лекциях слушали материал который преподносился легко и интересно на семинарах решали задачи и разбирали проблемные вопросы вместе с правовой стороны вопроса высказывали и свое мнение как бы мы посчитали что лучше очень практикооринтированный электив лекции очень содержательные и наполненные нужной полезной информацией но в это время и не тяжелые к восприятию ведет его один из лучших преподавателей игипа курсова оксана александровна всегда пойдет навстречу закрыться легко посещаете пары и решаете небольшие задачки дома на паре их потом разбираете модуль научит вас ориентироваться в медицинском праве и применять нормы закона на практике записалась сюда осознанно и ни капли не пожалела  даже если вы далеки от права то вы все равно поймете весь материал и что главное запомните его,0
будьте готовы к тому что на этом элективе придется поработать информация достаточно интересная задания бывают как интересными так и не очень оценивают работы чаще всего строго обучаясь на этом элективе вас ждет много работы в группах просмотр фильмов и дедлайны ведь если задание не сдаете в указанный срок больше его сдать будет нельзя,0
я учусь на филологии будущая дипломная работа непосредственно связана с творчеством набокова очень рада что у нас есть такой электив но предупреждаю что практически к каждой паре нужно будет читать роман для тех кто уже читал некоторые произведения из мупа электив будет несложным безумно интересно слушать лекционные вставки занятие проходит в форме беседы для филологов освежает знания по нарратологии теории метафоры и тд с баллами нет проблем если посещаешь занятия и разговариваешь анастасия олеговна просто замечательная преподавательница и слушательница оценит и разовьет каждую идею даст возможность высказаться и провести собственные параллели мне нравится,0
мне понравился данный электив на нем я узнал что такое суждение умозаключение как устроена память что такое когнитивные расстройства и какими они бывают пары особо не напряжные и дз тоже иногда выходили на улицу выполнять какое то задание по теме преподаватель топ,0
есть вероятность что знания основ языка  могут пригодиться в будущем так что электив для меня оказался достаточно полезным и интересным изучаются математические основы анализа данных сначала ручками в экселе затем на  требуется полное понимание тем и синтаксиса  если оно присутствует то закрыться автоматом за несколько недель до конца семестра легко и просто при условии посещения пар а если что то непонятно надежда григорьевна спокойно объяснит еще раз готовые скрипты программ даются на лекциях и сопровождаются объяснениями главная задача их перепечатать и понять даже практически ничего придумывать и искать в интернете самостоятельно не надо,0
автомат заработать несложно преподаватель замечательный человек практики интересные не то чтобы электив дал много реальных знаний в области фото и видеосъемки но абсолютно точно было получено много положительных эмоций,0
сразу скажу что вы будете играть в лапту если вы не знаете что это такое то пора узнать  в начале  семестра все было хорошо электив проходил по расписанию мы приходили в олимпию играли и уходили домой часто отпускали пораньше иногда была одна пара вместо двух  когда потеплело пары стали проводиться на стадионе бенат хотя по расписанию стоит олимпия преподаватель изменил расписание как ему захотелось по расписанию электив проходит один день в неделю в олимпии но теперь мы ездим на стадион бенат  раза в неделю хотя в расписании этого нет у вас могут быть другие дела в это времядругие парыработа но это никого волновать не будет   вам могут в один день написать и сказать что уже завтра вы должны куда то там приехать а на расписание в модеусе всем все равно,0
мне было очень легко тк я на псих факе елена александровна добрый преподаватель который поощряет инициативу даже если вы будете отвечать не правильно иногда она не ругается очень честно оценивает это довольно интересный электив даже если вы не хотите становиться родителем в будущем многое осмысляешь и вспоминаешь из детства,0
если не пропускать пары и делать все домашки то очень легко закрыться на пятерку преподаватель ни к чему не придирается за выполненное задание всегда ставит максимум если вы ищите электив где хороший преподаватель и легко заработать баллы то вам сюда,0
исходя из названия понятно что электив ориентирован на улучшение разговорных навыков на английском языке и свою задачу он полностью выполняет на парах  заданий направлены именно на общение причем максимально натуральное общение а не как на экзамене также нам часто выдавали материал где было очень много полезной лексики ирина сергеевна очень приятный и веселый человек замечательный преподаватель с ней реально можно пообщаться о чем угодно получила большое удовольствие от электива в целом ходила на пары как на праздник и правда ощущаю что теперь увереннее себя чувствую когда говорю на английском баллы получать совершенно не сложно главное просто посещать пары и не молчать как рыба,0
электив супер хожу с удовольствием автомат заработать несложно,0
этот электив скорее всего не то чего вы ожидаете тем не менее все еще очень круто должна предупредить что мы рассматривали в основном фанфики только по классической литературе так как она более менее известна всем но другие фандомы тоже упоминались более того каждый мог сделать доклад о своем любимом фандоме по большей части мы исследовали фанфики именно с точки зрения литературы и это был очень интересный опыт для баллов надо работать но преподаватель не скупой если ты реально стараешься то закрыться с хорошими баллами более чем возможно и владимир владимирович в целом очень крутой преподаватель очень лояльный умеет поощрить за работу и указать когда что то неправильно в целом впечатления от электива очень приятные было реально интересно точка зрения на некоторые вещи очень поменялась даже если совсем не разбираетесь в теме фанфиков вас посвятят во всю терминологию и тд,0
интересный опыт мои ожидания оправданы на все  конечный продукт электива авторская экскурсия можно ее создать на любую интересующую вас тему я бы сказал что электив больше подойдет тем кто когда либо интересовался экскурсионным делом учится на туризме или возможно даже интересуется историей нашего региона преподаватель часто что то упоминает актуально для туристов поскольку в лекционной части дают теорию для разработки проведения экскурсии как раз таки про недостаток возможно некоторым будет неинтересно поскольку на занятиях мы углублялись в архитектуру и прочие моменты связанные с проектированием экскурсии преподавательница приятная видно что горит своим делом в работе отзывчива старается направить наш проект экскурсию в правильное направление,0
очень хороший преподаватель всегда на твоей волне поможет разобраться с темой и с баллами интересно подает материал и вообще лучший преподаватель евер,0
очень интересные практические занятия с реальной практикой фотографирования на лекциях затрагиваются особые техники фотографирования всяческие исторические справки и много чего другого однозначно советую если вы хотите ненапряжный интересный электив,0
на занятии главная задача это говорить и читать тексты в целом электив интересный преподаватель очень понравился приятный и интересный человек для тех кому нравится философия этот электив идеальный вариант,0
один из лучших элективов на которых я была прекрасный преподаватель много полезной и интересной информации я приобрела много новых знаний касательно профессиональной лексики,0
электив мне понравился предлагались к чтению интересные тексты а так же смотрели фильмы по книгам после этого электива я узнала много новых авторов и произведений открыла для себя новые интересные фильмы и сериалы могу с уверенностью сказать что мой кругозор стал шире интересный электив рекомендую рекомендую тем кто любит читать ,0
самый лучший электив который я проходила классный преподаватель интересные задания идеальный вариант для студентов химиков на элективе можно узнать много полезной информации которая пригодится в профессиональной деятельности,0
прекрасный электив на который ходишь с большим удовольствием преподаватель очень дружелюбен и спокоен отлично владеет материалом и преподносит его вовлекает студентов в учебный процесс  мне как девушке с не особо большим игровым опытом очень полезно и интересно рассматривать игры с другой точки зрения я узнала для себя много нового однако мой друг с которым мы записались говорит что ему порой скучновато баллы зарабатываются соответственно вашей работе выполняете практические и домашние задания они у вас в общем данный электив это дело предпочтений если вы готовы послушать про историю игр в спокойной обстановке выполнять интересные задания и иногда играть в старые игрушки то вам сюда,0
электив будет интересен тем кто любит историю и архивы но если попадаешь на него случайно то очень нудно слушать монотонный рассказ об архивных источниках и подобных вещах,0
это самый лучший электив в плане подачи информации и ее полезности преподаватель очень хорошо рассказывает и дает действительно интересные задания  прошло  года и эти знания в плане фактчекинга фейк ньюс очень и очень актуальны ,0
если хотите разбираться в международной политике и понимать что на данный момент происходит то смело приходите сюда преподаватель говорит о политике самым простым языком семинары и лекции всегда проходили в очень интересном формате анализировали фильмы короткометражки и документалки  преподавателю хочу выразить благодарность за то что привила интерес к политике и вообще к интересным подходам к анализу политических процессов,0
если честно то электив страшно легкий и не совсем связан с получением знаний,0
это лучший электив что то вроде смеси коучинга и карьерных консультаций если вам нужно усилить свое резюме и самоопределиться то с радостью записывайтесь сюда  а если кто то хочет просто получить зачет то просто выполняйте дз до  балла и все ,0
спасибо за самый базовый электив в плане своей личной эффективности где то было не интересно но в  кайфовые преподавателибизнесмены просто самые офигенные,0
очень крутой электив он подходит для тех кто хочет действительно разбираться в политических процессах и заниматься научной деятельностью   преподаватель очень классный и хорошо преподносит информацию,0
как по мне прекрасный электив но опять же если кто то хочет разбираться в политических процессах то это прям    спасибо за политическую базу ,0
мне невероятно нравится этот курс я если честно даже не ожидала что будет настолько интересно думала что будет сложно так как литература не моя специальность но нет несмотря даже на то что в некоторой терминологии и знаниях я проседаю основной массив мне понятен преподаватель относится к этому лояльно и готов подсказать и помочь курс подходит всем у кого есть желание я узнала столько нового о мире фанфикшн о литературе и роли автора да и еще много чего это пары на которые я действительно хочу ходить петров владимир владимирович наверное лучший преподаватель в моей жизни максимальный контакт со студентами информацию преподносится интересно есть шутки есть серьезность и всего в меру рекомендую данный электив,0
пройдя серию цыганских фокусов студенты пользуются аркгис онлайн и аркгис про ну еще немного аркмэп дается инструкция на каждое задание от разработчика аркгиса выполняете самостоятельно и сдаете в конце валентине аркадьевне  а еще кстати не записывайтесь сюда без своего ультрабука программы на пк в инземе не отвечают требованиям электива,0
вам интересна музыка и ее связь с литературой и историей тогда электив для вас электив позволяет узнать вам много нового также позволяет вам говорить о том что интересно вам а если интересно легко закрыться  несмотря на выведенное в название рок обычно ассоциирующегося с тяжелой музыкой изучать вы будете абсолютно разные жанры  закрыться легко если вы выполняете задания в срок и посещаете занятия однако если нет встретитесь с зачетом все честно  также хочу отметить потрясающую екатерину анатольевну ее харизма и чувство юмора гармонично сочетающиеся с профессионализмом и строгостью заставят вас влюбиться в изучаемый вами на курсе материал,0
смотрим разные урбанистические видео на ютубе решаем земельные задачки интерактивы в качестве дз несложные интересные презентации финальная работа разработать на месте пустыря в городе какой либо парк либо переделать существующий препод добрая с юмором любит рассказывать истории из жизни если все делать и посещать пары набрать на  очень легко единственный минус баллы выставляются с большим опозданием полученными знаниями довольна появился большой интерес к урбанистике,0
электив довольно интересной направленности и пожалуй приглянется особенно для тех кто хоть сколько то варится в теме фанфиков или является книголюбом  преподаватель в свою очередь настоящее золото в меру строгий и довольно открытый человек с которым приятно обучаться и есть желание приходить на каждую пару что скажем так редкость всегда готов к обсуждениям поддерживает инициативность в студентах давая каждому возможность обсудить и высказаться а так же хорошо относится ко всем интересам позволяя рассказывать о любимых вещах на маленькую но все же публику  домашние задания в основном легкие плюс много дополнительного интересного материала выдающегося к ознакомлению по желанию,0
весь электив построен на чтении и анализе экономических статей на разные темы пары проходили онлайн и на каждой паре мы по очереди высказывали свое мнение по прочитанному и задавали вопросы а преподавательница разъясняла непонятные моменты и рассказывала что то дополнительно по теме если как и я не любите читать большие умные статьи лучше не выбирать этот электив а если пропустить много пар то баллов для зачета может не хватить и придется на последней паре писать эссе о пользе данного курса чтобы добрать баллы но это даже проще чем читать все статьи тк можно привести в пример те несколько статей по которым уже отвечал  электив возможно будет полезен тем кто изучает экономику но точно не подойдет тем кто хочет что то легкое и не хочет тратить много времени на подготовку к парам,0
изи легко закрыться и преподаватель хорошая,0
изи легко закрыться,0
электив хороший на счет домашнего задания не приходилось особо заморачиваться информация при этом довольно интересная,0
описание электива очень заинтересовало информация преподносилась интересно лекции не казались утомительны но при этом половину материала вряд ли удастся применить на практике так что если хотите с помощью этого электива стать более профессиональным в сфере педагогики то он приблизит вас к этой цели ненамного хотя есть и полезные советы,0
занятия по учебнику     квизы и загадки на английском каждую пару иногда игры на платформе  по логистической лексике на дополнительные баллы домашние задания несложные в основном тесты или задания в учебнике по типу эссе иногда мини выступления перед группой для тех кто будет в дальнейшей профессиональной деятельности связан с логистикой этот курс отличное предложение а для тех кто просто хочет попрактиковаться в английском иили изучить новой лексики курс будет полезен пары проходят достаточно быстро и интересно отношение преподавателя к студентам хорошее баллы выставляются вовремя поэтому не возникает никаких проблем с пониманием какая оценка выходит рекомендую этот курс всем,0
электив оказался немного другим чем я его представляла но это оказалось неплохо на нем мы более глубоко рассмотрели понятие здоровья единственным минусом было то что на разборе отдельных тем хотелось бы остановится поподробнее но ограниченность во времени не позволяет видно что преподаватель максимально разбирается в анатомии биологии и др  но при этом преподносит информацию на доступном языке и примерах сложно лишь разобраться порой что требуется сделать в домашнем задании в общем советую электив тем кто заинтересован в изучении биологических процессов организма что на него влияет и тд а еще очень классно что можно подойти к преподавателю отдельно и обсудить волнующую тему,0
работа в  и  которыми вы скорее всего больше никогда не будете пользоваться но из курса можно вынести для себя небольшие  математические знания хотя вероятно студентам математических направлений курс будет чуть более полезен занятия редко бывают интересными  пары подряд прозаниматься тяжко и скучно пара выглядит следующим образом преподаватель рассказывает о каких то математических задачах дает сопутствующую теорию чтобы решить задачу и тут же пишет решение в программе студент лишь слушает и переписывает домашние задания в основном заключаются в написании программы для решения задач по формулировкам подобной тем что разбирались на занятиях но случается и такое что задается сложная задача которую неизвестно как делать и даже то что на паре не затрагивалось иногда бывает интересная работа с графиками и д объектами отдельные вычисления наподобие разложения на простейшие дроби и вычисление сложных интегралов может пригодится для курсов алгебры и математического анализа система оценивания максимально неясная прошло более половины семестра а в модеусе стоит всего  с лишним баллов при выполнении всех домашних заданий преподаватель ничего не говорит про самостоятельные и контрольные только немного пугает пересдачей по словам преподавателя еще никто не сдал пересдачу за исключением пары человек компьютеры в аудитории тупят запредельно больше  программ запустить невозможно поэтому без своего ноутбука тяжко,0
очень понравилось весь материал подается понятным и доступным языком рассказывают внутреннее устройство банка и что он может нам предложить некоторые темы сложноваты на лекциях но хорошо усваиваются после практик  бывали скучные пары когда нужно было просто сделать презентацию и представить определенный банк но таких было  за весь семестр  закрыться легко домашних заданий очень мало даже если пропускали преподаватели пойдут навстречу,0
очень полезный электив подробно разбираются кредиты вклады ипотеки виды мошенничества и тп  но преподавательница довольно требовательная на практиках задания не сложные иногда немного скучноватые если дружите с математикой жить можно если нет то местами мозг будет выдавать ошибку  закрыться можно если посещали большую часть пар и делали все задания  из плюсов еще можно сказать что домашку дают редко она не обязательная за каждую можно получить по  баллов  из минусов преподавательница любит выделять любимчиков и не всегда объективно оценивает задания,0
интересный для некоторых даже довольно полезный электив разбираются ситуации когда в работуучебукакую либо другую сферу вносится элемент игры какие бывают типы игроков среди потенциальных клиентов как это используют в маркетинге  первые  семестра идут лекции затем начинаются практики где вы сами создаете свой проект основываясь на полученные знания  информации достаточно домашки мало задания легкие закрыться легко,0
электив интересный но больше зайдет тем кто реально интересуется подобным курс начинается с изучения произведений где то   века так что по началу будет трудно на лекциях рассказывают особенности периода литературы того времени часто бывает немного нудновато к практике заранее читаете произведение и обсуждаете свои впечатления что понравилось спойлер кратким содержанием не всегда получится обойтись и на самую первую практику тоже нужно что то читать чтобы хотя бы примерно понимать что происходит  преподавательница замечательная женщина много не требует к пропускам и незнанию тем относится с пониманием закрыться не сложно достаточно говорить хоть что то на парах даже если про короля артура знаете только из мерлина можно рассказать какие впечатления и ассоциации есть и получить за это максимум баллов,0
есть полезная информация про психологию финансы и причины поведения человека в определенных ситуациях но по ощущениям очень много лишних подробностей и научных штук интересных скорее финансистам практики очень напоминают школьные уроки просто спрашивается материал лекции иногда бывают маленькие задания минут на  но они были только раза  за весь семестр атмосфера была довольно напряженная действительно как в школе на сложном предмете когда никто не хочет отвечать из за страха перед учителем преподаватель очень любит судить о человеке по его специальности и зачастую не в положительном ключе,0
один из лучших элективов которые я проходила учитесь финансовой грамотности разбирается много практических ситуаций что учитывать при выборе кредита как посчитать налоги как отличить поддельные банкноты преподавательница очень интересно и легко все обьясняет всегда старается помочь и пойти навстречу студенту,0
очень интересный предмет много информации полученной на паре пригодится в жизни достаточно легкий материал для понимания студентами которые не учатся на экономическом факультете тарханова елена александрова замечательный преподаватель на парах мы не только изучали теорию и выполняли задания но и получали ценные советы в сфере банкинга также было множество творческих заданий благодаря которым лучше усваивался материл для студентов учащимся не на экономическом факультете елена александрова давала задания по этому предмету которые были связаны с их направлением это очень удобно ведь ты можешь узнать больше нового,0
пары почти всегда вели приглашенные гости предприниматели которые рассказывали о своем опыте иногда было скучновато но некоторых реально было интересно слушать для получения зачета достаточно ходить на пары,0
вообще сама идея изучения родословной очень интересна ибо многим и вправду хочется узнать свои корни намеренно записалась на этот электив но в итоге разочаровалась в нем скажу что в описании электива действительно стоило добавить что он подойдет только тем у кого есть доступ ко многим архивным источникам по которым можно составлять генеалогическое древо мое исследование встало в тупик как раз таки из за невозможности добраться до документов из архивов следовательно создается трудность в создании итогового проекта тогда для этого необходимо придумать альтернативу которая связана с этимологией фамилии к примеру ибо некоторые студенты могут попасть на этот электив случайно  пары особенно лекции для меня проходили нудно создается такое ощущение будто сам преподаватель не заинтересован в своей дисциплине,0
полезный тренинг для всех в процессе узнаешь много нового в первую очередь про себя вся теория применима в реальной жизни на парах часто обсуждаются ваши проблемы лично по моему мнению для большей эффективности придется многое рассказать о себе и в принципе много общаться и тем кому не комфортна такая открытость может не понравиться однако никто не заставляет вас говорить вы можете спокойно послушать других тут зависит от того будет ли для вас это полезно вся домашняя работа может быть отправлена в личный чат преподавателю если вы не хотите делиться личным с другими самой домашки не много большинство заданий делается на парах и все они не сложные отличный электив и преподаватель,0
электив нацелен больше на самостоятельный поиск информации обычно в группах делаете презентацию желателен  ноут на группу и затем выступаете с ней тему дает преподавательница она очень активно обо всем рассказывает на лекциях иногда сложно успеть за ее мыслями на парах для ее рассказа иногда не хватает времени но все презентации и источники прикрепляются в тимс,0
